Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
Mazda 2,Mazda,2014,https://www.caranddriver.com/mazda/mazda-2,"The Mazda 2 is not quite as spacious inside as the Honda Fit, but it offers a sporty and lightweight feel that we really enjoy.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/wp-content/uploads/2011/09/2011-Mazda-2-Touring-placement1-626x382.jpg,15515,0.0
Mazda Mazdaspeed 3,Mazda,2013,https://www.caranddriver.com/mazda/mazdaspeed-3,"A Mazda 3 five-door with 263 turbocharged horsepower, a stiffer suspension, stickier tires, and sporty seats, the Mazdaspeed 3 is a central player in the hot-hatch fraternity.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/06q4/267361/2007-mazda-mazdaspeed-3-road-test-review-car-and-driver-photo-8893-s-original.jpg,24995,0.0
Mazda CX-7,Mazda,2012,https://www.caranddriver.com/mazda/cx-7,"A stylish suburban wagon that helped pioneer the recent direction of crossover SUVs, the CX-7 is for small families wanting street handling more than off-road prowess.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2012-cx-7-2-3l-2hi-1-1558021922.jpg,22985,0.0
Mazda RX-8,Mazda,2011,https://www.caranddriver.com/mazda/rx-8,"A unique sports car in many ways, the RX-8 is a two-plus-two with half-doors for easier access to the rear seats and a rotary engine underhood.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/204866/2008-mazda-rx-8-photo-204886-s-986x603.jpg,27590,0.1875
Mazda Tribute,Mazda,2011,https://www.caranddriver.com/mazda/tribute,The Tribute is an honest trucklet that shares its mechanicals with the Ford Escape.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/11q3/412224/2011-mazda-tribute-photo-412240-s-986x603.jpg,21350,0.0
Artura,McLaren,2022,https://www.caranddriver.com/mclaren/artura,"The McLaren Artura introduces a new era for the British supercar maker with a more interesting name, a new lightweight platform, and a hybridized powertrain.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mclarenarturaflux-2-1613486108.jpg,225000,
720S,McLaren,2022,https://www.caranddriver.com/mclaren/720s,Thanks to wild styling and ridiculous performance the McLaren 720S coupe and convertible look like proper exotics and drive like Formula 1 cars.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-mclaren-720s-spider-mmp-1-1638979917.jpg,302000,
765LT,McLaren,2021,https://www.caranddriver.com/mclaren/765lt,"The 2021 McLaren 765LT is a lighter, longer, and quicker version of the 720S, but the Longtail version is also emptier, nosier, and pricier.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mclaren-765lt-101-1583186188.jpg,375000,
Elva,McLaren,2021,https://www.caranddriver.com/mclaren/elva,"The Elva ditches its windshield to deliver a purer driving experience, and the company will make just 399 examples of this dazzling speedster.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mclaren-elva-101-1573589515.jpg,1695000,
570S,McLaren,2020,https://www.caranddriver.com/mclaren/570s-570gt,"The 2020 570S may be an affordable alternative to true supercars, but it pulls heartstrings and spikes heart rates alongside the most sought-after exotics.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-mclaren-570s-mmp-1-1575324044.jpg,195000,
600LT,McLaren,2020,https://www.caranddriver.com/mclaren/600lt,"If you worship at the altar of speed, there's a car built just for you: the 600LT Spider.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-mclaren-600lt-spider-ll-203-1570626802.jpg,259000,
Senna,McLaren,2020,https://www.caranddriver.com/mclaren/senna,"Swift and thunderous, the Senna is a hypercar built to run circles—quite literally—around its competition at the track.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-mclaren-senna-ll-103-1570476637.jpg,1000000,
Speedtail,McLaren,2020,https://www.caranddriver.com/mclaren/speedtail,"Rare, stylized, and exotic, the 2020 McLaren Speedtail sets the pace for all other hypercars.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mclaren-speedtail-newlead-1540507641.jpg,2100000,
650S,McLaren,2016,https://www.caranddriver.com/mclaren/650s,"The 650S may look like a face-lifted 12C, but there's a lot more to it: The revised styling pays tribute to the P1 hybrid, the body tub is lighter, and about 25 percent of the parts are new.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/577110/2015-mclaren-650s-photo-577137-s-986x603.jpg,NA,
12C,McLaren,2014,https://www.caranddriver.com/mclaren/12c,"The McLaren 12C may not look as exotic as a Ferrari 458, and unless you're a racing fan, the McLaren name may not mean much, but the 12C is nonetheless a bona fide supercar.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/14q1/567120/2014-mclaren-12c-coupe-photo-567129-s-986x603.jpg,NA,
P1,McLaren,2014,https://www.caranddriver.com/mclaren/p1,"The P1 is a superhero among supercars: supermodel shapely, heroically powerful, stratospherically expensive, and - here's the one drawback - unavailable.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2014-mclaren-p1-1111-charlie-magee-1531410060.jpg,1150000,
MP4-12C,McLaren,2012,https://www.caranddriver.com/mclaren/mp4-12c,Want to make that smug jerk at the country club with the Ferrari 458 shut up? Buy one of these.,https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/10q1/331226/2011-mclaren-mp4-12c-photo-331261-s-986x603.jpg,231400,
EQS,Mercedes-AMG,2023,https://www.caranddriver.com/mercedes-amg/eqs53,"AMG turns up the volume on the Mercedes EQS electric luxury sedan, adding more power and a slightly more aggressive appearance inside and out.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2023-mercedes-amg-eqs-1-1630529936.jpg,130000,0.120384615
CLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/cla35-cla45,"Although they live at the small end of the 2022 Mercedes-AMG lineup, the 302-hp CLA35 and the 382-hp CLA45 deserve serious street cred.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-mercedes-amg-cla45-247-1599226731.jpg,48950,0.02
E53,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/e53,"Effortlessly elegant and remarkably sporty with a high high-tech interior, every Mercedes-AMG E53 has the uncanny ability to impress almost everyone.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-e53-coupe-mmp-1-1633448693.jpg,76050,0.120384615
GLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gla35-gla45,"The performance-tuning geniuses at AMG have been tasked with hot-rodding every Mercedes model, and the 2022 GLA-class is the brand's latest creation.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-gla-35-111-1576012059.jpg,49000,0.02
GLB-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glb35,"Mercedes-AMG has worked its high-performance magic on the GLB-class SUV, giving it more athletic styling and adding a turbo four-cylinder making 302 horsepower.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-mercedes-amg-glb35-105-1567013987.jpg,50945,0.0
GLC-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glc43-4matic-glc63-4matic,"Mercedes-AMG juiced up the standard GLC-class to create the 2022 GLC43, GLC63, and GLC63 S performance SUVs, and the results speak for themselves",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/18c0977-118-source-copy-1623943473.jpg,60950,0.0
GLE-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gle53-4matic-gle63-4matic,"Powered by a terrific turbo six-cylinder, the Mercedes-AMG GLE53 SUV and coupe provide a racier experience than their less powerful, Benz-branded siblings.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-gle53-coupe-112-1576106644.jpg,74250,0.0
GT43 / GT53,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gt43-gt53-gt63,"The Mercedes-AMG lineup of thrilling GT four-doors emulates the company's ballistic GT sports cars, but allows you to share the excitement with seating for up to five.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mercedes-amg-gt53-108-1623708026.jpg,93550,0.12
SL-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/sl55-sl63,"Mercedes is giving its iconic SL-class convertible a fresh start for 2022 with new styling, modern powertrains, a folding fabric roof, and a host of tech features.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mercedes-amg-sl-109-1635353222.jpeg,100000,0.0
C43,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/c43,"With a twin-turbo V-6 under its hood, the Mercedes-AMG C43 one-ups its Benz-branded counterpart and borrows styling and chassis tuning from the racier C63.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-mercedes-amg-c43-coupe-mmp-1-1638891696.jpg,61550,0.120384615
A35,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/a35,"Aside from a ride that can be harsh and a cabin that can be noisy, the Mercedes-AMG A35 compact sedan is snazzy, sporty, and not too pricey.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-mercedes-amg-a35-sedan-105-1553617759.jpg,46900,0.120384615
C63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/c63,"It's getting harder to find a car in the compact-luxury class with ridiculous levels of performance, but the 2021 Mercedes-AMG C63 is a delightful option.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-c63-mmp-1-1604525617.jpg,69650,0.120384615
CLS53,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/cls53-4matic,"Along with seamless technology and a sophisticated cabin, the CLS53 has more muscle than the standard CLS and swoopier styling than the AMG E53 sedan.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-cls53-mmp-1-1591824641.jpg,82600,0.01
E63 S,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-4matic,"The Mercedes-AMG E63 S sedan accelerates like a SpaceX rocket and pampers like a spa day, delivering incredible performance and phenomenal luxury in the process.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-e63-s-4matic-sedan-113-1592408467.jpg,108550,0.120384615
E63 S Wagon,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-wagon,"Along with a rhapsodic exhaust and palatial cabin, the E63 S wagon drives great, accelerates like a supercar, and can haul a family. What else do you need?",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-e63-s-4matic-wagon-112-1592409393.jpg,113500,0.120384615
G63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/g63,"If you've ever wanted an SUV that can do it all, the 2021 Mercedes-AMG G63 4Matic comes awfully close—but its on- and off-road capability doesn't come cheap.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-g63-mmp-1-1604077613.jpg,157500,0.120384615
GLC-Class Coupe,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/glc43-coupe-glc63-coupe,"If the regular squareback SUV doesn't offer enough pizzazz for you, the Mercedes-AMG GLC-class Coupe may have that extra splash of style you're looking for.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mercedesbenz-glc43coupe-mmp-1-1604090259.jpg,65950,0.0
GLS-Class,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gls63-4matic,"The 2021 GLS63 is Mercedes-AMG's ultimate muscle SUV, with brutal horsepower and S-class interior refinement.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-gls63-w4-176-1591192596.jpg,133150,0.0
S63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/s63,The Mercedes-AMG S63 coupe and cabriolet are ultra-classy two-doors with an ultra-powerful twin-turbo V-8 that generates 603 horsepower.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-mercedes-amg-s63-coupe-mmp-1-1628198087.jpg,174150,0.01
GT53/GT63,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gt53-gt63-2020,"With awesome power and performance; sexy, swoopy design; and a futuristic interior, AMG's GT53 and GT63 deliver an inspired combination of design, performance, and practicality.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2019-mercedes-amg-gt53-4-door-103-1565872754.jpg,100945,0.12
S63/S65,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/s63-s65-2020,"With deluxe interiors and potent performance, the S63 and S65 are at the pinnacle of the luxury-car segment.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/f8a2560-source-1578586393.jpg,152595,0.01
SLC43,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/slc43,The SLC43 delivers the sexy styling and thrilling handling you expect from a luxury roadster.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/mercedes-amg-slc43-roadster-41-source-1578338364.jpg,65645,0.0
CLA45,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/cla45-4matic-2019,Aggressive aerodynamics and a rude exhaust note are telltale signs that the CLA beside you in traffic has been massaged by AMG.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-mercedes-amg-cla45-107-5-1536160085.jpg,54095,0.02
GLE43 / GLE63,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-4matic-gle63-4matic-2019,"Based on the mid-size Mercedes-Benz GLE-class, the AMG versions have been tweaked by the company's performance division for zestier results.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-mercedes-amg-gle43-2-1545257170.jpg,69145,0.578333334
GLE43 Coupe / GLE63 S Coupe,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-coupe-4matic-gle63-s-coupe-4matic,"In a world of boxy crossovers, the fastback GLE43 and GLE63 S are welcome peculiarities.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-mercedes-amg-gle43-1545256964.jpg,72345,0.578333334
GT R,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gt-r-gt-r-pro-2019,"If the regular Mercedes-AMG GT is the three-pointed star's equivalent to the Porsche 911, the GT R is the track-focused equivalent to the 911 GT3.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2018-mercedes-amg-gtr-hero-1559584200.jpg,148295,0.12
SL63 / SL65,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/sl63-sl65-2019,These AMG twins are the high-performance roadsters for those who refuse to settle for anything less than awesome.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-mercedes-amg-sl65-1545255885.jpg,222995,0.120384615
CLS63 S,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/cls63-s-4matic,"Whenever you add the letters AMG to a Mercedes model, you are sure to get breathtaking performance, and the CLS63 AMG is no exception.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2013-cls63-amg-3-source-1557856819.jpg,109895,0.01
E43,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/e43-2018,"The 2018 Mercedes-AMG E43 has a luxurious cabin, strong engine performance, and steering responsiveness that rank it above the competition.",https://hips.hearstapps.com/hmg-prod/amv-prod-cad-assets/images/media/672264/2018-mercedes-amg-e43-in-depth-model-review-car-and-driver-photo-690782-s-original.jpg,72595,0.120384615
G63/G65,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/g63-g65-2018,"Don't even try to make sense of Mercedes-AMG's G63 and G65 SUVs, which come with up to 621 horsepower, luxury-class features and finishes, and dizzying prices.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2017-mercedes-amg-g63-01-placement-1534351488.jpg,143795,0.120384615
